url,label
http://182.117.29.71:53250/i,1
http://185.170.154.111/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.sh4,1
http://185.170.154.28/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.arm,1
http://61.2.150.28:42262/i,1
http://110.81.115.251:9000/Video.scr,1
http://125.44.255.131:39784/bin.sh,1
https://run1.firetrail.ru/0yiyse6r,1
http://202.95.8.160/bot.arm6,1
http://92.116.223.189:9800/Bilder/2010/Anzug/Photo.scr,1
http://62.3.53.21/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.arm7,1
http://27.202.118.80:51011/bin.sh,1
http://123.129.133.182:50272/bin.sh,1
http://94.183.232.177/chuckfuck/woah/nignak/wewe1.johnsmith,1
http://219.156.100.233:33603/i,1
http://158.94.210.88/mips,1
http://41.216.189.110/00101010101001/S3o.sh4,1
https://schlu7.emberklamm.ru/konwzm2o,1
http://110.39.244.19:52121/bin.sh,1
http://211.169.231.210:7070/WF_FTP/Update/WINNT/info.zip,1
http://123.12.196.115:58776/i,1
http://110.37.61.27:56387/bin.sh,1
http://125.47.85.85:38451/i,1
https://ix.n0vaharbor.ru/cw.check?t=nau2ewwu,1
http://189.177.10.26/info.zip,1
http://115.55.60.0:46510/i,1
http://61.52.39.36:55885/i,1
http://113.236.68.86:60198/i,1
http://110.37.32.134:57040/bin.sh,1
http://176.97.124.206/AB4g5/Josho.mpsl,1
http://42.179.233.188:44881/i,1
https://nova9.jump3r.ru/c1e99rh6,1
http://81.94.156.24/ohshit.sh,1
http://59.178.71.99:41689/bin.sh,1
http://115.62.188.228:51823/bin.sh,1
http://182.126.93.215:52048/bin.sh,1
http://58.22.95.171:6868/Video.lnk,1
http://61.52.182.65:57777/i,1
http://123.4.147.134:38585/i,1
https://cup7.billingfox.digital/apps.bin,1
http://219.156.131.141:53630/bin.sh,1
http://milanocapitals.shop/wget.sh,1
https://nextslot777b.art/aplikasi/Nextslot777.apk,1
https://151.16.58.234:8443/sda1/Massimo/AppData/Local/Macromedia/Photo.lnk,1
http://41.216.189.88/1.sh,1
http://123.190.18.231:47164/bin.sh,1
http://110.39.235.130:48589/i,1
http://167.150.100.196/02.08.2022.exe,1
http://112.248.184.11:54529/bin.sh,1
http://211.169.231.210:7070/WF_FTP/Docu/201705/Photo.scr,1
http://222.138.150.212:34059/i,1
http://110.39.227.9:50350/bin.sh,1
http://179.187.240.157/info.zip,1
http://216.9.227.197/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.arm,1
http://hr.primeforceoutsourcing.com:82/ssh.sh,1
http://61.245.138.176:44170/i,1
https://151.25.167.99:8443/sda1/voicemail/index/AV.scr,1
http://179.186.137.243/av.lnk,1
http://211.169.231.210:7070/WF_FTP/ItemPicture/201601/AV.lnk,1
http://5.181.180.32/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.mpsl,1
http://27.215.183.234:47213/bin.sh,1
http://182.117.76.102:50600/bin.sh,1
http://182.143.114.30:81/assets/fonts/Photo.lnk,1
http://37.84.36.141/photo.scr,1
http://185.186.26.202/bins/hoho.x86_64,1
https://shadow.adv0cal1egat.ru/fnjlpxoi,1
http://182.117.110.236:60830/i,1
http://189.3.141.243:17459/i,1
http://39.87.255.57:48623/bin.sh,1
http://110.37.61.110:54727/bin.sh,1
http://89.106.206.142/myfile/cvg.exe,1
https://wolke.l1necloud.ru/76up86oq,1
http://182.121.182.79:38714/bin.sh,1
http://110.39.252.101:37158/i,1
http://178.16.55.189/files/8134610967/2qIIQWe.exe,1
http://115.57.193.176:33603/i,1
http://196.190.224.62:46227/bin.sh,1
https://nordiq4.auroragrat.ru/cuqntm2b,1
http://61.53.141.42:40406/bin.sh,1
http://189.159.95.241/photo.scr,1
http://84.234.99.235/sh4,1
http://185.150.190.119/x86,1
http://42.58.230.195:34737/bin.sh,1
http://5.181.180.60/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.arm5,1
http://5.188.227.19/SupplySrvarm6,1
http://38.165.33.58:8443/02.08.2022.exe,1
https://wolke9.lindenarc.ru/inkqgtlw,1
http://115.52.67.199:44628/i,1
http://115.50.135.25:47320/bin.sh,1
https://saraeco.com/saraeco.apk,1
http://113.236.149.229:54972/bin.sh,1
http://177.36.61.196:57460/bin.sh,1
http://5.181.180.34/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.x86,1
http://115.63.231.195:35693/bin.sh,1
http://41.110.181.226:46845/i,1
https://3xk.k5gc56.ru/j9yaa93ugd.3sh,1
http://mreow.store/frost.mips,1
http://156.226.175.32/nshkarm6,1
http://115.55.59.177:34244/i,1
https://ecologix.world,1
http://196.190.69.149:48374/bin.sh,1
http://27.37.70.254:34240/bin.sh,1
http://23.132.164.16/aarch64,1
http://42.229.93.71:52193/bin.sh,1
https://68546543.tarotbag.digital/apps.bin,1
